country,description,points,price,province,region_1,taster_name,title,variety
US,"Quite fruity, with an intriguing blueberry quality that dominates. However, the wine is dry and focused, with layers of black-currant, herb, toasty oak and spice flavors. Moderate and bright on the finish.",88,15.0,California,Santa Barbara County,,Zaca Mesa 1999 Chapel Vineyard Mourvèdre (Santa Barbara County),Mourvèdre
France,"Dark purple in color, this opens with a rich, dense bouquet of blackberry, plum, boysenberry, purple violet and cocoa nib. The plush palate boasts velvety tannins and good overall balance, with earthy, spicy tones that linger through the finish.",87,11.0,Languedoc-Roussillon,Pays d'Oc,Lauren Buzzeo,Fat Bastard 2016 Syrah (Pays d'Oc),Syrah
France,"This is a grand, complex wine, full of ripe apple, dried apricots and pear skins. It is just beginning to hint at more mature, complex flavors. With great acidity that cuts right through the palate, this serious, dense wine will age well. Drink until 2022.",92,34.0,Alsace,Alsace,Roger Voss,Domaine François Schmitt 2010 Paradis Pfingsberg Grand Cru Riesling (Alsace),Riesling
US,"Soundly made, straightforward Washington Chardonnay, with chunky, forward, green-apple fruit married to some butterscotchy oak. Full malolactic fermentation brings the fruit forward and keeps the acids low.",86,11.0,Washington,Columbia Valley (WA),Paul Gregutt,Bridgman 2000 Chardonnay (Columbia Valley (WA)),Chardonnay
Spain,"This catchy named, three-grape blend is a nice wine that's sinewy and leathery; overall it ranks as a natural and controlled reflection of Jumilla. The nose is forward and fiery, while the palate has berry-driven ripeness and plenty of oak. Better with food; the tannins are kind of scratchy with nothing to absorb them.",86,10.0,Levante,Jumilla,Michael Schachner,Mad Dogs & Englishmen 2005 Shiraz - Cabernet - Monastrell Red (Jumilla),Red Blend
Italy,"Rich and savory, this has bold fruit notes of cherry and blackberry followed by delicate nuances of licorice, tar, spice and leather. Thanks to its structure and density, it's a wine you can really sink your teeth into.",91,,Piedmont,Barbaresco,,Prunotto 2007 Bric Turot  (Barbaresco),Nebbiolo
Austria,"One of the entry-level wines from Bründlmayer, this is all about the fruit. It is fresh and perfumed, with just a touch of pepper that adds zestiness. It's a pleasure to drink now, and the creamed pear and citrus flavors are already in harmony.",88,23.0,Kamptal,,Roger Voss,Bründlmayer 2011 Kamptaler Terrassen Grüner Veltliner (Kamptal),Grüner Veltliner
US,"This wine is a blend of Cabernet Sauvignon, Malbec, Cabernet Franc, Carménère, Merlot and Petit Verdot, coming from a block designed by the late Master of Wine David Lake. Light aromas of herb, green pepper and cherry are followed by elegant fruit flavors that seem a bit faint. The oak appears to be dialed way back. Best paired with food.",88,35.0,Washington,Yakima Valley,Sean P. Sullivan,Eight Bells 2013 David's Block Red Willow Vineyard Red (Yakima Valley),Bordeaux-style Red Blend
US,"From a vineyard atop the Cuesta Grade, this atypical yet awesome blend of 68% Cabernet Sauvignon, 25% Petite Sirah, 5% Petit Verdot and 2% Malbec shows blackberries, beef char, pencil lead, coffee beans and a touch of dried dill on the nose. Though flavors are still unfolding, there's plenty of blueberry, violet, lavender, soy, dried strawberry and night jasmine on the palate.",92,50.0,California,Paso Robles,Matt Kettmann,Ancient Peaks 2012 Oyster Ridge Red (Paso Robles),Red Blend
US,"A medium cherry-red color, this wine offer fruit-filled aromas of strawberry bubble gum, pomegranate and cherry. It drinks a hair off dry, with broad, fleshy fruit flavors that linger.",88,26.0,Washington,Horse Heaven Hills,Sean P. Sullivan,Columbia Winery 2014 Limited Release Grenache Rosé (Horse Heaven Hills),Rosé
France,"Ripe and fruity, this is already a delicious wine. It has blackberry fruit, sweet tannins and acidity that percolates through the ripe texture. Generous and open, it is almost ready to drink.",88,20.0,Bordeaux,Montagne-Saint-Émilion,Roger Voss,Château Rocher Calon 2011  Montagne-Saint-Émilion,Bordeaux-style Red Blend
South Africa,Approachable now with an enticing mocha streak throughout that's lifted by the bright red cherry and raspberry fruit flavors. Low tannins and medium acidity make this an easy-pleaser for fans of the grape.,87,20.0,Elgin,,Lauren Buzzeo,Paul Cluver 2009 Pinot Noir (Elgin),Pinot Noir
US,"Oxidized and tawny, a blend of grapes from Okanogan, Columbia Valley and Columbia Gorge. Soft and generic, with lots of vanilla and clove.",82,20.0,Washington,Washington,Paul Gregutt,Kyra 2008 Pinot Noir (Washington),Pinot Noir
Argentina,"Pretty good and solid for an uncommon blend, but the Chardonnay and Pinot Grigio thrown together results in nice buttercup aromas along with some apple pie and pear. The palate runs sweet but maintains its freshness, and the flavors of apple, pear, melon and powdered sugar come together. A novelty wine that shows the right signs.",85,15.0,Mendoza Province,Tupungato,Michael Schachner,Domaine Jean Bousquet 2007 Reserva Chardonnay-Pinot Gris White (Tupungato),White Blend
US,"The lightly delicate mouthfeel and brisk acidity testify to the wine's origins in cool-climate Marin, just over the Golden Gate Bridge from San Francisco. Intense flavors of strawberries and raspberries are uplifted by the toastiness of new French oak. This is a promising Pinot Noir for drinking now through 2018.",90,32.0,California,Marin County,,Straight Line 2012 Pinot Noir (Marin County),Pinot Noir
US,"Firesteed gives even its modestly-priced mid-tier Pinot extra time in bottle, which smoothes out the leafy flavors and softens up the tannins. It holds onto secondary fruit flavors of cooked rhubarb and strawberry, adding in hints of resin, herb and lemon oil.",88,29.0,Oregon,Willamette Valley,Paul Gregutt,Firesteed 2002 Pinot Noir (Willamette Valley),Pinot Noir
Spain,"Deep purple in color, with roasted, rubbery aromas of wild blackberry. Thick, lush and rich in the mouth, with mellow tannins (for a Priorat wine) and big, broad flavors of plum, blackberry and herbs. Smooth on the finish, with black tea notes and leftover oak. Has a lot going for it; drink now through 2012.",91,52.0,Catalonia,Priorat,Michael Schachner,Scala Dei 2005 Cartoixa Red (Priorat),Red Blend
US,"There's something special about this Zin, given a handful of Petite Sirah for aromatic depth. It opens with supple, high-toned raspberry and cherry before delving into a layering of dusty, cinnamon spice. Juicy, alive and fresh, it delivers a cherry-vanilla finish.",93,32.0,California,Dry Creek Valley,Virginie Boone,Kokomo 2012 Timber Crest Vineyard Zinfandel (Dry Creek Valley),Zinfandel
Spain,"This wine is not impressive in any way. It's tannic, abrasive and tastes stalky and weedy. The finish is rough and green, like rocks in the mouth.",80,30.0,Northern Spain,Ribera del Duero,Michael Schachner,Convento San Francisco 2008  Ribera del Duero,Red Blend
France,"With an equal blend of Merlot and Cabernet Sauvignon, this firm wine has a juicy background, nurtured by consultant Hubert de Boüard (of Château Angelus). Chocolate and spice notes mix with the dry wood-aging character, while black currant flavors develop in the background. Give this wine until 2017.",89,30.0,Bordeaux,Graves,Roger Voss,Château de Chantegrive 2011  Graves,Bordeaux-style Red Blend
Chile,"This is an overtly oaky Cabernet with resiny, balsamic aromas that share space with baked black-fruit scents. The palate feels flabby and fat, with modest tannic grip. Jammy blueberry and cassis flavors end oaky, resiny and jammy.",85,15.0,Maipo Valley,,Michael Schachner,Indomita 2014 Gran Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon
Chile,"This SB hails from Huasco, Chile's great northern frontier. It offers aromas of celery, white pepper and cool citrus. The mouthfeel is linear, maybe a touch monotone, while the palate and finish are made up of salty, briny citrus flavors and cutting acidity.",89,24.0,Chile,,Michael Schachner,Ventisquero 2015 Kalfu Sumpai Sauvignon Blanc (Chile),Sauvignon Blanc
US,"Frog's Leap's Chards always have a softly herbal earthiness, even though there's plenty of pineapple, green apple, apricot and vanilla oaky flavor. That herbaceousness keeps the wine from soaring.",86,24.0,California,Napa Valley,,Frog's Leap 2006 Chardonnay (Napa Valley),Chardonnay
Italy,"Aromas of exotic spice, iris, leather, forest floor and a balsamic note are some of the scents that lift out of the glass. On the palate, star anise, clove, chopped herb and a sprinkling of tobacco add depth to a core of dried cherry. Firm, fine-grained tannins provide structure while a cranberry note gives it a tart finish.",92,69.0,Piedmont,Barolo,Kerin O’Keefe,Mauro Veglio 2012 Rocche dell'Annunziata  (Barolo),Nebbiolo
US,"To call it entry level does not do justice to the quality here—this would be reserve level at many wineries. A generous mix of blueberry and black cherry fruit rolls seamlessly through the fruit-driven core, annotated with barrel notes of cola, coffee and cream.",91,29.0,Oregon,Willamette Valley,Paul Gregutt,J. Christopher 2012 Unfiltered Pinot Noir (Willamette Valley),Pinot Noir
France,"Juicy and fruity with acidity and black currant fruits, this wine comes from a vineyard on slopes at the entrance to Saint-Émilion. It's bright and fresh with lively, easy fruits and soft tannins. Drink from 2017.",87,20.0,Bordeaux,Saint-Émilion,Roger Voss,Château Simard 2012  Saint-Émilion,Bordeaux-style Red Blend
US,"It's 100% Cabernet Franc, a delightful, bright and forward wine with sweet boysenberry and blueberry fruit. Behind the bright, luscious fruit flavors are chewy, earthy tannins. They are ripe and dry and give the wine weight and authority. It's a complete wine—from the floral violet/rose petal aromas to the ripe berry fruit to the substantial tannins. The oak is subdued and appropriate.",91,28.0,Washington,Columbia Valley (WA),Paul Gregutt,Tamarack Cellars 2006 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc
Germany,"A whisper of caramelized sugar glazes crisp berries and plums in this finely moussed sparkling Pinot Noir. It's elegantly structured, balancing striking cranberry acidity against a palate that's fruity, fresh and mineral.",88,23.0,Rheingau,,Anna Lee C. Iijima,Carl Ehrhard 2014 Rüdesheim Pinot Sekt Pinot Noir (Rheingau),Pinot Noir
US,"Not showing much now, beyond good berry and orange fruit, smooth tannins and fine acidity. It's a wine you'd easily bypass in a big tasting, in favor of a more muscular style. But then, showiness in youth has never been Calera's forte. Should slowly gain bottle complexity over the years. Best 2010-2013.",90,50.0,California,Mt. Harlan,,Calera 2005 Thirtieth Anniversary Vintage Reed Vineyard Pinot Noir (Mt. Harlan),Pinot Noir
Italy,"Puteus is a bold, jammy wine with power, intensity and mature flavors of black cherry and blackberry. It makes a big impression in the mouth and ends with a fresh note of sour cherry on the close.",86,17.0,Southern Italy,Salice Salentino,,Mocavero 2003 Riserva Puteus Red (Salice Salentino),Red Blend
US,"There's a tropical touch to this wine's mellow and light nose, but that opulent fruit is cut by lemon, red apple and mandarin zest. Fresh pluot and tropical candy notes show on the zippy palate.",88,28.0,California,Santa Lucia Highlands,Matt Kettmann,Hahn 2016 SLH Pinot Gris (Santa Lucia Highlands),Pinot Gris
France,"This rich, sweet wine is honeyed, with a crisp, balancing lemon character. It is full and rich, touched by spice as well as mango and yellow peach. A delicious dessert wine, this is now ready to drink.",90,,Alsace,Alsace,Roger Voss,Cave de Ribeauvillé 2007 Gloeckelberg Grand Cru Pinot Gris (Alsace),Pinot Gris
France,"Smoky wine, rich as well as structured. The acidity of the year is integrated into the structure, the firm tannins and juicy red berry fruits a balanced pleasure to taste.",91,25.0,Beaujolais,Moulin-à-Vent,Roger Voss,Richard Rottiers 2010  Moulin-à-Vent,Gamay
,"Almost caramel in color, this wine offers aromas of lemon zest and vanilla bean. Grippy tannins provide a firm backdrop to flavors of lemon, clementine, green apple and caramel. On its own, it may seem too chalky for some drinkers, but enjoying it alongside nuts and hard cheese will put the balance into focus.",87,30.0,,,Mike DeSimone,Gotsa Family Wines 2013 Babaneuri Valley Mtsvane,Mtsvane
US,"Though labeled as a red wine, this could just as easily be labeled as Cabernet at 91%, and it drinks like one. Spice, herb, coffee and black-cherry aromas are followed by plump fruit flavors that show purity and depth, trailing ever so slightly toward the finish.",90,25.0,Washington,Columbia Valley (WA),Sean P. Sullivan,Soos Creek 2012 Terrible Beauty Red (Columbia Valley (WA)),Bordeaux-style Red Blend
US,"Though relatively young (planted in 2001) this Dundee Hills vineyard can deliver the goods. This is full, juicy, packed with ripe fruits, moderately deep in color, and limned with sharp, herbal, astringent tannins. It could profit from a bit more bottle age, to take the edge off the green tea in the finish.",90,50.0,Oregon,Dundee Hills,Paul Gregutt,Erath 2007 Lillie's Pinot Noir (Dundee Hills),Pinot Noir
France,"The 50% Tannat in this blend is softened by the addition of Bordeaux grapes. It has weight and density, with the tannins giving power. The blackberries and ripe black cherries give great juiciness and sweetness.",89,,Southwest France,Madiran,Roger Voss,Domaine Laougué 2009 Tannat-Cabernet (Madiran),Tannat-Cabernet
Argentina,"Berry and black-plum aromas are dense. This wine from silt (limo) soils feels a bit tannic and rugged. Flavors of plum and berry fruits are spicy, while the finish is savory tasting and long, with moderate complexity. Drink through 2021.",90,30.0,Mendoza Province,Mendoza,Michael Schachner,TintoNegro 2013 Finca La Escuela El Limo Malbec (Mendoza),Malbec
US,"Sourced from a dry-farmed, 40-year-old vineyard, this Zin offers aromas of red brick, cherry syrup, licorice, black sage, shaved nutmeg and nose-tickling baking spices. The grippy palate is driven by sagebrush and chemise, with ample amounts of pepper and spice giving nuance to the ripe blackberry fruit.",93,45.0,California,Paso Robles,Matt Kettmann,Lone Madrone 2011 Sheep Camp Zinfandel (Paso Robles),Zinfandel
France,"A touch of yeasty funk still clings to the pear-fruit nose. The palate brims with ripe juicy pear, helped along by some residual sweetness, and is contained by a pleasantly bitter zestiness. The body is slender but rounded and pervasive. A lively freshness lets it finish dry.",88,17.0,Alsace,Alsace,Anne Krebiehl MW,Jean-Marc Bernhard 2016 Cuvée Particulière Pinot Gris (Alsace),Pinot Gris
France,"This blend of the very local Petit Courbu and Petit Manseng grapes comes from the same region as Madiran. The wine is dry but rich—very rich—with apricot and honey flavors. It has concentration, a great tang of lemon and just enough acidity to keep everything in order. This is ready to drink.",89,20.0,Southwest France,Pacherenc du Vic Bilh,Roger Voss,Vignobles Brumont 2012 Château Bouscassé Les Jardins  (Pacherenc du Vic Bilh),White Blend
Portugal,"This is a bold, ripe wine, full of fruit and equally full of dense tannins. A blend that includes Cabernet Sauvignon, it is solid, powerful and spicy from wood aging. The structure is still young in this impressive wine. Drink from 2019.",90,17.0,Tejo,,Roger Voss,Quinta do Casal Branco 2014 Perescuma Red (Tejo),Portuguese Red
US,"Aromas of yellow apple and pear lead to dry, well-balanced fruit flavors. It pulls up a bit on the finish but still provides easy-drinking appeal.",87,13.0,Washington,Washington,Sean P. Sullivan,Charles Smith 2015 Eve Chardonnay (Washington),Chardonnay
US,"Simple, with flavors of apricot, peach and mango, with oak and alcohol complications.",84,18.0,California,Russian River Valley,,Mossback 2012 Chardonnay (Russian River Valley),Chardonnay
US,"Succulent pomegranate, persimmon and raspberry flavors make this wine an instant delight. The richness is brightened by tart acidity, while oak brings just the right touch of buttered cinnamon toast. A lovely Pinot Noir for drinking now with upscale fare.",88,32.0,California,Russian River Valley,,Loring Wine Company 2012 Pinot Noir (Russian River Valley),Pinot Noir
US,"Earthy, soft and dry, this Zin has tobacco, cherry, blackberry and spice flavors, with an edge of sweet leather and pine. It's a refreshingly simple country-style Zin that will be nice with barbecue.",85,26.0,California,Paso Robles,,Castoro Cellars 2005 Cobble Creek Zinfandel (Paso Robles),Zinfandel
Chile,"This opens with funky, earthy notes of blueberry, juniper and animal hide. The palate is chunky and jammy, which is welcome given 2011's cold conditions. Flavors of herbal blackberry, baked plum and spice finish with a note of green and heat as well as with acidic freshness.",88,15.0,Maipo Valley-Colchagua Valley,,Michael Schachner,Echeverria 2011 Reserva Syrah (Maipo Valley-Colchagua Valley),Syrah
New Zealand,"Offers what folks have begun to identify as pretty standard Marlborough Sauvignon, combining a struck-flint character upfront with grassy notes, melon and fig fruit and followed by a citrusy finish. Seems a touch soft; drink now.",86,19.0,Marlborough,,Joe Czerwinski,Saint Clair 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc
Austria,"A very fresh and superfruited nose suggests not only pear but peach, melon and citrus. The palate adds some spice and savoriness to that with a yeasty edge but the primary fruit remains the central theme on this light-bodied, easy-drinking Grüner. Drink soon.",89,20.0,Weinviertel,,Anne Krebiehl MW,H. & M. Hofer 2015 Von den Rieden Grüner Veltliner (Weinviertel),Grüner Veltliner
US,"A crisp wine that shows why this region east of San Francisco was renowned for Sauvignon Blanc 100 years ago. There's a firm mineral tang to the lemongrass, fig, green melon and papaya flavors, and the finish, while thoroughly dry, has a honeyed richness.",90,16.0,California,Livermore Valley,,Fenestra 2006 Sauvignon Blanc (Livermore Valley),Sauvignon Blanc
France,This wine is tight and flinty. Crisp lemon and apple flavors are textured with a steely character that needs time to broaden out. Drink this mineral wine from 2019.,88,28.0,Burgundy,Pouilly-Fuissé,Roger Voss,Domaine Pascal et Mireille Renaud 2016 Vers Cras  (Pouilly-Fuissé),Chardonnay
US,"Notes of sweet quince preserves, lilac and lavender gently perfume this aromatic late-harvest Riesling. Quite voluptuous in body, with rich fruit flavor and a lush, creamy texture, it finishes long, with a hint of sweetness that's balanced by brisk white-tea astringency.",90,30.0,New York,Finger Lakes,Anna Lee C. Iijima,Glenora 2010 Late Harvest Riesling (Finger Lakes),Riesling
US,"Aromas of assorted green herbs mix with notes of black cherry, anise and barrel spice. The blackberry flavors are sweet and tacky in feel. There's intrigue but it doesn't all come together.",88,28.0,Washington,Walla Walla Valley (WA),Sean P. Sullivan,Windy Canyon 2014 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon
France,"There is some toasty maturity that adds richness to the crisp apple-skin and tight, tense acidity on the palate of this NV Montaudon. It's a very brisk, clean, light wine with a dry, bright finish.",88,,Champagne,Champagne,Roger Voss,Montaudon NV Réserve Première Brut  (Champagne),Champagne Blend
US,"This is a great wine for a great price, a blend of Cabernet Sauvignon with smaller percentages of Cabernet Franc and Petit Verdot. Never overly complicated, it delivers juicy waves of blackberry, tobacco and cedar, varietally classic in chalky tannins and a dry finish. Stock up.",88,20.0,California,Napa Valley,Virginie Boone,Edge 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
US,"Light bodied and nicely dry, this is a lean and refreshing wine that tastes like crisp apples and raspberries, has great balance and a clean tangy finish. It's very bright and appealing.",87,20.0,California,North Coast,Jim Gordon,Kokomo 2016 Grenache Rosé (North Coast),Rosé
Portugal,"A blend of two really local grapes, Síria and Fonte Cal, this is a fresh, mineral and citrus driven wine. It is so light and crisp with acidity that shoots though the wine. From high altitude vineyards, it has a refreshing, cool aftertaste. Drink now.",85,11.0,Beira Interior,,Roger Voss,Rui Roboredo Madeira 2014 Beyra Branco Colheita White (Beira Interior),Portuguese White
US,"Velvety smooth, this wine seduces from the get-go, robust in black fruit, tea and delicate offerings of rose petal and lavender. Intensely full bodied, it retains a balance of bright, natural acidity that tames the spicy tannin.",94,75.0,California,Sonoma Coast,Virginie Boone,Guarachi Family 2015 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir
US,"Mounds Bar-like barrel notes dominate the plummy, slightly raisined-seeming fruit found on this 100% varietal wine. The lighter fruit flavors of the vintage can't match the oak's intensity.",85,30.0,Idaho,,Sean P. Sullivan,Sawtooth 2011 Trout Trilogy Malbec,Malbec
France,"It is sweet, there's no doubt about it, but it takes a while for this wine to develop in the mouth. Initally, there is just a fresh white pear flavor. Only gradually does the relatively gentle sweetness come through, reinforced by botrytis but balanced by intense acidity.",89,,Loire Valley,Coteaux du Layon Saint Aubin,Roger Voss,Domaine Philippe Delesvaux 2004 Clos du Pavillon Chenin Blanc (Coteaux du Layon Saint Aubin),Chenin Blanc
US,"A note of cracked pepper—a defining characteristic of Syrah—is the first note to hit, followed by scents of tobacco and blackberry liqueur. The palate tastes tart and acetic, showing a prominent balsamic tone. Drinking this with food might tame the acids a bit.",82,33.0,Virginia,Virginia,,Doukénie 2009 Cabernet Sauvignon-Syrah (Virginia),Cabernet Sauvignon-Syrah
Spain,"Strawberry, tea and sandalwood aromas make for an interesting, unusual bouquet. This is a fresh, young wine that shouldn't solicit much contemplation, but will register positively due to its light, smooth feel. It's medium in depth, with airy finishing notes of mushroom and cherry.",87,8.0,Northern Spain,Rioja,Michael Schachner,Rioja Vega 2006  Rioja,Tempranillo
US,"This appellation blend is a great introduction to the winery's style. It offers hibiscus, shiitake mushroom, cinnamon stick and sagebrush on the nose and is bright yet smoky on the palate, recalling roasted pork, cranberry sauce and earthy, meaty flavors.",91,32.0,California,Edna Valley,Matt Kettmann,Kynsi 2013 Pinot Noir (Edna Valley),Pinot Noir
US,"Fruity-sweet and oaky, with buttered popcorn and pineapple juice flavors.",81,16.0,California,California,,Cosentino 2006 The Chard Chardonnay (California),Chardonnay
France,"Almost black in color, this prestige 100% Malbec cuvée is as intense as it is powerful. Dark and brooding, still very young, it shows its wood aging strongly. As it ages, this richness will mellow well to give a concentrated while stylish wine. This small-production wine is named after a statue of Notre Dame in the vineyards of this family estate taken over by daughter Martine and husband Serge Costes 20 years ago. Drink from 2019.",92,55.0,Southwest France,Cahors,Roger Voss,Domaine de Cause 2011 Notre Dame des Champs Malbec (Cahors),Malbec
US,"This is a semi-sweet wine marked by spearmint and rhubarb aromas and clean fruity flavors. The acidity is okay, and it’s well made. Doesn’t have much in common with Champagne but some will like it. From Barefoot Cellars.",81,7.0,California,California,,Barefoot Cellars NV Barefoot Bubbly  (California),Champagne Blend
France,"It's good that Pommery has given this wine some bottle age, despite the young image the label suggests. The result is dry, but with less fruit and more secondary toast and nut flavors, a finely textured wine. It also has some weight, which balances the acidity well.",89,50.0,Champagne,Champagne,Roger Voss,Pommery NV Pop Extra Dry  (Champagne),Champagne Blend
US,"From a longstanding source of primo grapes, this Olivet Lane Pinot sings in floral rose and violet while offering damp earth, subtle hints of black raspberry and striking acidity. With well-integrated oak and softly layered tannins, it's on the lighter side of the producer's line-up of wines, building up steam as it goes.",90,62.0,California,Russian River Valley,Virginie Boone,Merry Edwards 2012 Olivet Lane Pinot Noir (Russian River Valley),Pinot Noir
US,"This Cab is in a bit of a hole now, caught midway between the fresh fruitiness of youth, and what it will be at the age of, say, ten years. It feels very soft and dense, with blackberry, cassis, chocolate and funky leather flavors. You're best off leaving it in the cellar for another 5–6 years.",89,55.0,California,Alexander Valley,,Medlock Ames 2008 Hilltop Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon
US,"A great value in a Cabernet Sauvignon with real varietal character and complexity. Dry and tannic, it's rich in classic blackberry, black cherry and oak flavors that finish long and spicy. Made primarily from Red Hills Lake County fruit, with contributions from Paso Robles and Napa Valley.",88,13.0,California,California,,Hawk Crest 2006 Cabernet Sauvignon (California),Cabernet Sauvignon
France,"Spicy, high toast wood, the wine showing a burnt character at this stage. At the same time, there is good freshness, with green fruit characters. Give it 1–2 years.",89,,Burgundy,Pouilly-Fuissé,Roger Voss,Jacques Simonin 2008 Ammonites  (Pouilly-Fuissé),Chardonnay
Italy,"This Chardonnay-based sparkler opens with immediate elegance and intensity. The bouquet delivers tones of apricot, exotic fruit, toasted nut and yellow rose. The perlage is steady and clean and the acidity is very nicely balanced.",91,34.0,Lombardy,Franciacorta,,Contadi Castaldi 2008 Brut Satèn Chardonnay (Franciacorta),Chardonnay
Italy,"A serious contender with sophisticated notes of leather, barnyard and cedar wrapped up in toasty vanilla oak. A hint of char adds an edge to a streamlined palate infused with earth, mushroom and strawberry tones. A slight lack of persistence takes it out of the top flight. Fully mature, drink now.",89,33.0,Piedmont,Barbera d'Asti Superiore,,Massimiliano Vivalda 2003 Amistà  (Barbera d'Asti Superiore),Barbera
France,"Now owned by Château Haut-Bailly, this wine was produced before the purchase. It is elegant and ripe; its tannins already well integrated, resulting in a full-bodied yet fruity character. Black plum and dark spice notes are lightened with refreshing acidity on the finish. Age for five years and more.",91,80.0,Bordeaux,Pessac-Léognan,Roger Voss,Château le Pape 2010  Pessac-Léognan,Bordeaux-style Red Blend
England,"There is a flinty touch of reduction on the nose. The frothy palate follows with freshness and verve: there is rhubarb and lime peel, fresh lemon and tart greengage. The frothiness makes this exuberant and fun while the generous dosage puts us in mind of spring flowers and elder blossom.",89,25.0,England,,Anne Krebiehl MW,Camel Valley 2013 Cornwall Sparkling (England),Sparkling Blend
Austria,"Impressively compact, complex wine. It has rich flavors of peach, spiced pear to go with the intense acidity that is under the full-bodied surface. It should be aged three years or more.",93,,Niederösterreich,,Roger Voss,Forstreiter 2009 Grande Reserve Grüner Veltliner (Niederösterreich),Grüner Veltliner
US,"This ubiquitous brand does a fine job with Willamette Valley Pinot. This is a spicy, peppery wine that smoothes out into a broadly flavorful middle with streaks of light cherry and caramel apple.",87,14.0,Oregon,Willamette Valley,Paul Gregutt,Castle Rock 2010 Pinot Noir (Willamette Valley),Pinot Noir
US,"This tastes barely ripe, with a vegetal flavor compromsing the chocolate and cherry notes. It's soft, making it fall a little flat in the mouth.",80,32.0,California,Sonoma Valley,,Muscardini 2009 Gracie Creek Vineyards Syrah (Sonoma Valley),Syrah
US,"An outstanding wine, the best California Cabernet Jean-Charles Boisset has ever produced from any of his properties. It stands out in any tasting of its peers. Made from 100% Cabernet Sauvignon, and aged in 60% new oak, it shows satisfying, complex flavors of blackberries, blueberries, cassis, hazelnut-infused chocolate and spices. Hard to exaggerate its power and grace. Wonderful now and for a good six years, but it's difficult to predict its evolution beyond 2018.",97,150.0,California,Napa Valley,,JCB 2009 No. 1 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon
US,"This is the winery's best Dijon Clones Chardonnay ever. It shows the balanced, long hangtime fruit of the vintage, bursting with ripe flavors of pineapples, oranges, honeydew melons and pears, along with toasty new French oak and vibrant acidity. What a yummy wine to drink with scallops or crab.",92,34.0,California,Carneros,,Pine Ridge 2012 Dijon Clones Chardonnay (Carneros),Chardonnay
Italy,"A blend of Insolia and Chardonnay, this opens with a light golden color and fragrant aromas of honeysuckle, white almond and stone fruit. It shows a thick, creamy consistency on the palate.",88,17.0,Sicily & Sardinia,Sicilia,,Cusumano 2011 Angimbé White (Sicilia),White Blend
Chile,"The bouquet is closed, with only a touch of prune, plum and cranberry aromas emerging. On the palate is raspberry fruit, a hint of veggies and some tight tannins. The finish is lean, and here those tannins assert themselves again in a way that's more than the fruit calls for. Still, it's pretty solid Cab. Best Buy.",86,8.0,Maipo Valley,,Michael Schachner,Casa Julia 2002 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon
France,"From 50 year old vines, this fruity wine is both crisp and clean and also full of warmer flavors. Citrus, pear and apricot notes all mingle in this delicious, concentrated wine. Drink now.",89,17.0,France Other,Savoie,Roger Voss,Domaine de l'Idylle 2016 Cruet Vieille Vigne d'Idylle Jacquère (Savoie),Jacquère
Italy,"The aromas of this plump, round wine include cherry, vanilla, spice and coffee, but there are also some slightly greenish tones. The wine has smooth tannins with good freshness and length.",88,38.0,Tuscany,Bolgheri,,Grattamacco 2004  Bolgheri,Red Blend
US,"Fragrant red and black currant aromas pervade on the nose of this blend of Merlot, Cabernet Franc and Petit Verdot. A lively palate of tart berries and worn leather is supported by chalky tannins and vibrant acidity.",87,35.0,Virginia,Monticello,Alexander Peartree,Pollak 2012 Estate Grown Meritage (Monticello),Meritage
US,"Lots of raspberry and cherry fruit in this Pinot Noir. It's sweet and fruity and crisp in acidity, with a sweet coat of vanilla oak. Drink now.",85,12.0,California,Monterey,,Hahn 2010 Nicky Hahn Pinot Noir (Monterey),Pinot Noir
US,"Hints of toast, mushroom and black coffee lend a savory, earthy tone to ruddy black cherry and plum flavors. A bit clumsy and fading on the palate, it's showing its age, so best to drink up soon.",84,17.0,New York,New York,Anna Lee C. Iijima,Palaia Vineyards 2007 Merlot (New York),Merlot
Italy,"Hushed aromas of dark berry and a touch of cedar lead the nose on this blend of Cabernet Sauvignon and Merlot. The simple palate offers black cherry and a hint of white pepper alongside delicate, fleeting tannins.",86,18.0,Tuscany,Bolgheri,Kerin O’Keefe,Ceralti 2013 Scirè  (Bolgheri),Red Blend
Portugal,"A blend of Syrah, Castelão and Aragonez, this is a ripe, full wine that has fine soft fruit. The tannins give just the right edge to the red fruits and final acidity. Drink now.",87,8.0,Lisboa,,Roger Voss,Casca Wines 2015 Bote Red (Lisboa),Portuguese Red
